// Wino with mass 3 TeV 
// leading jet pt, n_BG, n_sig, significance 
15115, 1.60663e-06, 0, 0;
15125, 1.99383e-06, 0, 0;
15135, 1.61484e-06, 0, 0;
15145, 0.000118041, 0, 0;
15155, 0.000118143, 0, 0;
15165, 1.05455e-06, 0, 0;
15175, 1.52255e-06, 0, 0;
15185, 1.98891e-06, 0, 0;
15195, 1.52419e-06, 0, 0;
15205, 1.4237e-06, 0, 0;
15215, 1.14848e-06, 0, 0;
15225, 0.000118412, 0, 0;
15235, 1.70877e-06, 0, 0;
15245, 1.70384e-06, 0, 0;
15255, 0.000451478, 0, 0;
15265, 1.79777e-06, 0, 0;
15275, 1.61155e-06, 0, 0;
15285, 1.14519e-06, 0, 0;
15295, 0.000451115, 0, 0;
15305, 1.52255e-06, 0, 0;
15315, 1.32813e-06, 0, 0;
15325, 2.18005e-06, 0, 0;
15335, 6.83758e-07, 0, 0;
15345, 1.43354e-06, 0, 0;
15355, 9.52414e-07, 0, 0;
15365, 0.000900021, 0, 0;
15375, 1.23912e-06, 0, 0;
15385, 0.00011806, 0, 0;
15395, 1.3429e-06, 0, 0;
15405, 1.04634e-06, 0, 0;
15415, 1.6132e-06, 0, 0;
15425, 0.000450265, 0, 0;
15435, 1.2342e-06, 0, 0;
15445, 5.84906e-07, 0, 0;
15455, 1.88539e-06, 0, 0;
15465, 1.14519e-06, 0, 0;
15475, 1.52747e-06, 0, 0;
15485, 1.80105e-06, 0, 0;
15495, 1.61976e-06, 0, 0;
15505, 7.8261e-07, 0, 0;
15515, 1.16489e-06, 0, 0;
15525, 8.6505e-07, 0, 0;
15535, 6.87041e-07, 0, 0;
15545, 1.06768e-06, 0, 0;
15555, 1.05127e-06, 0, 0;
15565, 9.75391e-07, 0, 0;
15575, 1.05291e-06, 0, 0;
15585, 8.71615e-07, 0, 0;
15595, 0.000118044, 0, 0;
15605, 0.00011777, 0, 0;
15615, 9.6062e-07, 0, 0;
15625, 9.6062e-07, 0, 0;
15635, 5.88189e-07, 0, 0;
15645, 6.854e-07, 0, 0;
15655, 7.72763e-07, 0, 0;
15665, 1.24405e-06, 0, 0;
15675, 1.52419e-06, 0, 0;
15685, 8.66692e-07, 0, 0;
15695, 1.24569e-06, 0, 0;
15705, 1.61976e-06, 0, 0;
15715, 0.000233629, 0, 0;
15725, 1.24405e-06, 0, 0;
15735, 1.24569e-06, 0, 0;
15745, 7.77687e-07, 0, 0;
15755, 1.63453e-06, 0, 0;
15765, 1.0726e-06, 0, 0;
15775, 1.1534e-06, 0, 0;
15785, 0.000450814, 0, 0;
15795, 1.24076e-06, 0, 0;
15805, 9.62261e-07, 0, 0;
15815, 6.91964e-07, 0, 0;
15825, 6.80476e-07, 0, 0;
15835, 1.16817e-06, 0, 0;
15845, 6.90323e-07, 0, 0;
15855, 9.72109e-07, 0, 0;
15865, 2.27246e-07, 0, 0;
15875, 9.63902e-07, 0, 0;
15885, 0.000117399, 0, 0;
15895, 9.70467e-07, 0, 0;
15905, 7.9574e-07, 0, 0;
15915, 1.25718e-06, 0, 0;
15925, 0.000450451, 0, 0;
15935, 7.84252e-07, 0, 0;
15945, 1.33633e-06, 0, 0;
15955, 9.67185e-07, 0, 0;
15965, 5.05749e-07, 0, 0;
15975, 5.88189e-07, 0, 0;
15985, 5.94754e-07, 0, 0;
15995, 7.90816e-07, 0, 0;
16005, 1.15012e-06, 0, 0;
16015, 8.83104e-07, 0, 0;
16025, 7.87534e-07, 0, 0;
16035, 0.000117123, 0, 0;
16045, 1.06932e-06, 0, 0;
16055, 6.01318e-07, 0, 0;
16065, 4.03614e-07, 0, 0;
16075, 4.97543e-07, 0, 0;
16085, 1.05619e-06, 0, 0;
16095, 6.78835e-07, 0, 0;
16105, 5.98036e-07, 0, 0;
16115, 5.93112e-07, 0, 0;
16125, 7.87534e-07, 0, 0;
16135, 1.26374e-06, 0, 0;
16145, 0.000450273, 0, 0;
16155, 7.77687e-07, 0, 0;
16165, 1.16325e-06, 0, 0;
16175, 6.77194e-07, 0, 0;
16185, 6.98529e-07, 0, 0;
16195, 1.06768e-06, 0, 0;
16205, 5.0739e-07, 0, 0;
16215, 4.18385e-07, 0, 0;
16225, 8.7818e-07, 0, 0;
16235, 8.94592e-07, 0, 0;
16245, 5.13955e-07, 0, 0;
16255, 6.88682e-07, 0, 0;
16265, 4.10179e-07, 0, 0;
16275, 7.14941e-07, 0, 0;
16285, 4.15103e-07, 0, 0;
16295, 9.80315e-07, 0, 0;
16305, 0.000117024, 0, 0;
16315, 1.07096e-06, 0, 0;
16325, 5.98036e-07, 0, 0;
16335, 0.000117123, 0, 0;
16345, 7.97381e-07, 0, 0;
16355, 5.94754e-07, 0, 0;
16365, 1.06932e-06, 0, 0;
16375, 1.06604e-06, 0, 0;
16385, 9.7375e-07, 0, 0;
16395, 9.7375e-07, 0, 0;
16405, 8.00664e-07, 0, 0;
16415, 0.000450672, 0, 0;
16425, 8.05587e-07, 0, 0;
16435, 1.08737e-06, 0, 0;
16445, 4.20026e-07, 0, 0;
16455, 4.18385e-07, 0, 0;
16465, 5.22161e-07, 0, 0;
16475, 3.31022e-07, 0, 0;
16485, 5.17237e-07, 0, 0;
16495, 0.00011722, 0, 0;
16505, 9.01157e-07, 0, 0;
16515, 6.0296e-07, 0, 0;
16525, 7.133e-07, 0, 0;
16535, 7.06735e-07, 0, 0;
16545, 4.31515e-07, 0, 0;
16555, 3.34304e-07, 0, 0;
16565, 2.33811e-07, 0, 0;
16575, 0.000116958, 0, 0;
16585, 6.16089e-07, 0, 0;
16595, 5.27085e-07, 0, 0;
16605, 7.03453e-07, 0, 0;
16615, 3.39228e-07, 0, 0;
16625, 6.17731e-07, 0, 0;
16635, 8.13793e-07, 0, 0;
16645, 8.00664e-07, 0, 0;
16655, 7.16583e-07, 0, 0;
16665, 0.00011733, 0, 0;
16675, 4.36439e-07, 0, 0;
16685, 5.32008e-07, 0, 0;
16695, 5.35291e-07, 0, 0;
16705, 4.41362e-07, 0, 0;
16715, 5.22161e-07, 0, 0;
16725, 7.19865e-07, 0, 0;
16735, 6.24295e-07, 0, 0;
16745, 5.50061e-07, 0, 0;
16755, 0.000450191, 0, 0;
16765, 1.67783e-07, 0, 0;
16775, 6.22654e-07, 0, 0;
16785, 5.28726e-07, 0, 0;
16795, 0.000683251, 0, 0;
16805, 4.2495e-07, 0, 0;
16815, 7.32995e-07, 0, 0;
16825, 3.40869e-07, 0, 0;
16835, 6.21013e-07, 0, 0;
16845, 3.75334e-07, 0, 0;
16855, 3.44151e-07, 0, 0;
16865, 2.68276e-07, 0, 0;
16875, 3.5564e-07, 0, 0;
16885, 5.4842e-07, 0, 0;
16895, 6.4399e-07, 0, 0;
16905, 5.50061e-07, 0, 0;
16915, 6.42349e-07, 0, 0;
16925, 0.000116941, 0, 0;
16935, 0.000116974, 0, 0;
16945, 5.28726e-07, 0, 0;
16955, 2.68276e-07, 0, 0;
16965, 5.6155e-07, 0, 0;
16975, 1.09747e-06, 0, 0;
16985, 5.4842e-07, 0, 0;
16995, 3.75334e-07, 0, 0;
17005, 5.59909e-07, 0, 0;
17015, 4.87316e-07, 0, 0;
17025, 8.46618e-07, 0, 0;
17035, 2.84688e-07, 0, 0;
17045, 5.45138e-07, 0, 0;
17055, 5.51703e-07, 0, 0;
17065, 2.78123e-07, 0, 0;
17075, 7.55972e-07, 0, 0;
17085, 1.84195e-07, 0, 0;
17095, 3.91746e-07, 0, 0;
17105, 4.7911e-07, 0, 0;
17115, 2.8633e-07, 0, 0;
17125, 6.47272e-07, 0, 0;
17135, 2.08813e-07, 0, 0;
17145, 4.7911e-07, 0, 0;
17155, 5.03728e-07, 0, 0;
17165, 3.8354e-07, 0, 0;
17175, 1.95684e-07, 0, 0;
17185, 8.74518e-07, 0, 0;
17195, 5.77962e-07, 0, 0;
17205, 2.23584e-07, 0, 0;
17215, 5.25064e-07, 0, 0;
17225, 2.28508e-07, 0, 0;
17235, 3.91746e-07, 0, 0;
17245, 4.11441e-07, 0, 0;
17255, 4.14723e-07, 0, 0;
17265, 3.98311e-07, 0, 0;
17275, 3.19154e-07, 0, 0;
17285, 2.10454e-07, 0, 0;
17295, 3.42131e-07, 0, 0;
17305, 0.000116881, 0, 0;
17315, 4.45906e-07, 0, 0;
17325, 2.5805e-07, 0, 0;
17335, 4.26212e-07, 0, 0;
17345, 3.38848e-07, 0, 0;
17355, 3.43772e-07, 0, 0;
17365, 3.70031e-07, 0, 0;
17375, 1.37862e-07, 0, 0;
17385, 5.59529e-07, 0, 0;
17395, 5.51323e-07, 0, 0;
17405, 4.68883e-07, 0, 0;
17415, 1.9038e-07, 0, 0;
17425, 4.65601e-07, 0, 0;
17435, 3.73314e-07, 0, 0;
17445, 3.05645e-07, 0, 0;
17455, 2.90874e-07, 0, 0;
17465, 2.95797e-07, 0, 0;
17475, 2.56408e-07, 0, 0;
17485, 3.07286e-07, 0, 0;
17495, 3.73314e-07, 0, 0;
17505, 2.9908e-07, 0, 0;
17515, 2.14999e-07, 0, 0;
17525, 4.02855e-07, 0, 0;
17535, 2.24846e-07, 0, 0;
17545, 2.36334e-07, 0, 0;
17555, 2.06793e-07, 0, 0;
17565, 2.9908e-07, 0, 0;
17575, 2.14999e-07, 0, 0;
17585, 3.5324e-07, 0, 0;
17595, 2.36334e-07, 0, 0;
17605, 4.3568e-07, 0, 0;
17615, 2.37976e-07, 0, 0;
17625, 2.19922e-07, 0, 0;
17635, 2.46182e-07, 0, 0;
17645, 5.00066e-07, 0, 0;
17655, 0.000449795, 0, 0;
17665, 4.3568e-07, 0, 0;
17675, 2.21563e-07, 0, 0;
17685, 2.19922e-07, 0, 0;
17695, 3.15492e-07, 0, 0;
17705, 3.05645e-07, 0, 0;
17715, 2.39617e-07, 0, 0;
17725, 2.33052e-07, 0, 0;
17735, 2.36334e-07, 0, 0;
17745, 2.46182e-07, 0, 0;
17755, 3.10568e-07, 0, 0;
17765, 0.000116738, 0, 0;
17775, 2.33052e-07, 0, 0;
17785, 2.00228e-07, 0, 0;
17795, 2.31411e-07, 0, 0;
17805, 1.92022e-07, 0, 0;
17815, 2.4454e-07, 0, 0;
17825, 2.39617e-07, 0, 0;
17835, 3.30263e-07, 0, 0;
17845, 2.10075e-07, 0, 0;
17855, 4.2255e-07, 0, 0;
17865, 2.2977e-07, 0, 0;
17875, 3.12209e-07, 0, 0;
17885, 1.98587e-07, 0, 0;
17895, 2.01869e-07, 0, 0;
17905, 3.10568e-07, 0, 0;
17915, 3.86443e-07, 0, 0;
17925, 0.000116626, 0, 0;
17935, 2.10075e-07, 0, 0;
17945, 3.51599e-07, 0, 0;
17955, 1.9038e-07, 0, 0;
17965, 3.17133e-07, 0, 0;
17975, 1.93663e-07, 0, 0;
17985, 1.95304e-07, 0, 0;
17995, 1.98587e-07, 0, 0;
18005, 1.95304e-07, 0, 0;
18015, 2.33052e-07, 0, 0;
18025, 2.18281e-07, 0, 0;
18035, 1.96945e-07, 0, 0;
18045, 1.83816e-07, 0, 0;
18055, 1.72327e-07, 0, 0;
18065, 2.13357e-07, 0, 0;
18075, 1.78892e-07, 0, 0;
18085, 2.23205e-07, 0, 0;
18095, 1.96945e-07, 0, 0;
18105, 1.98587e-07, 0, 0;
18115, 2.0351e-07, 0, 0;
18125, 1.6248e-07, 0, 0;
18135, 1.88739e-07, 0, 0;
18145, 2.77744e-07, 0, 0;
18155, 2.08434e-07, 0, 0;
18165, 2.79385e-07, 0, 0;
18175, 2.64614e-07, 0, 0;
18185, 1.88739e-07, 0, 0;
18195, 2.64614e-07, 0, 0;
18205, 2.00228e-07, 0, 0;
18215, 1.72327e-07, 0, 0;
18225, 1.65762e-07, 0, 0;
18235, 1.6248e-07, 0, 0;
18245, 1.88739e-07, 0, 0;
18255, 1.95304e-07, 0, 0;
18265, 1.7561e-07, 0, 0;
18275, 1.96945e-07, 0, 0;
18285, 0.000449671, 0, 0;
18295, 1.70686e-07, 0, 0;
18305, 1.88739e-07, 0, 0;
18315, 1.46068e-07, 0, 0;
18325, 1.85457e-07, 0, 0;
18335, 2.5805e-07, 0, 0;
18345, 1.9038e-07, 0, 0;
18355, 2.23205e-07, 0, 0;
18365, 1.69045e-07, 0, 0;
18375, 1.59197e-07, 0, 0;
18385, 1.6248e-07, 0, 0;
18395, 1.85457e-07, 0, 0;
18405, 1.50991e-07, 0, 0;
18415, 1.64121e-07, 0, 0;
18425, 1.46068e-07, 0, 0;
18435, 1.32938e-07, 0, 0;
18445, 1.73968e-07, 0, 0;
18455, 1.70686e-07, 0, 0;
18465, 1.23091e-07, 0, 0;
18475, 1.4935e-07, 0, 0;
18485, 1.6248e-07, 0, 0;
18495, 1.37862e-07, 0, 0;
18505, 1.70686e-07, 0, 0;
18515, 1.4935e-07, 0, 0;
18525, 2.30149e-07, 0, 0;
18535, 1.42785e-07, 0, 0;
18545, 1.60839e-07, 0, 0;
18555, 1.50991e-07, 0, 0;
18565, 2.4492e-07, 0, 0;
18575, 1.46068e-07, 0, 0;
18585, 2.61332e-07, 0, 0;
18595, 1.50991e-07, 0, 0;
18605, 1.36221e-07, 0, 0;
18615, 2.5805e-07, 0, 0;
18625, 1.6248e-07, 0, 0;
18635, 1.55915e-07, 0, 0;
18645, 1.64121e-07, 0, 0;
18655, 1.31297e-07, 0, 0;
18665, 1.47709e-07, 0, 0;
18675, 1.24732e-07, 0, 0;
18685, 1.34579e-07, 0, 0;
18695, 1.4935e-07, 0, 0;
18705, 1.34579e-07, 0, 0;
18715, 1.36221e-07, 0, 0;
18725, 1.24732e-07, 0, 0;
18735, 1.47709e-07, 0, 0;
18745, 2.49843e-07, 0, 0;
18755, 1.29656e-07, 0, 0;
18765, 1.2145e-07, 0, 0;
18775, 1.39503e-07, 0, 0;
18785, 1.19808e-07, 0, 0;
18795, 1.37862e-07, 0, 0;
18805, 1.26373e-07, 0, 0;
18815, 1.06679e-07, 0, 0;
18825, 1.29656e-07, 0, 0;
18835, 1.24732e-07, 0, 0;
18845, 1.50991e-07, 0, 0;
18855, 1.23091e-07, 0, 0;
18865, 1.0832e-07, 0, 0;
18875, 1.31297e-07, 0, 0;
18885, 1.31297e-07, 0, 0;
18895, 1.11602e-07, 0, 0;
18905, 3.25719e-07, 0, 0;
18915, 1.54274e-07, 0, 0;
18925, 1.09961e-07, 0, 0;
18935, 1.2145e-07, 0, 0;
18945, 1.31297e-07, 0, 0;
18955, 1.37862e-07, 0, 0;
18965, 1.97325e-07, 0, 0;
18975, 1.13244e-07, 0, 0;
18985, 1.2145e-07, 0, 0;
18995, 0.000116547, 0, 0;
19005, 1.24732e-07, 0, 0;
19015, 1.03396e-07, 0, 0;
19025, 1.4935e-07, 0, 0;
19035, 1.16526e-07, 0, 0;
19045, 9.51902e-08, 0, 0;
19055, 1.13244e-07, 0, 0;
19065, 1.06679e-07, 0, 0;
19075, 1.31297e-07, 0, 0;
19085, 1.94042e-07, 0, 0;
19095, 9.68314e-08, 0, 0;
19105, 1.06679e-07, 0, 0;
19115, 1.26373e-07, 0, 0;
19125, 1.0832e-07, 0, 0;
19135, 2.13737e-07, 0, 0;
19145, 9.19078e-08, 0, 0;
19155, 1.06679e-07, 0, 0;
19165, 1.05037e-07, 0, 0;
19175, 9.02666e-08, 0, 0;
19185, 9.19078e-08, 0, 0;
19195, 9.51902e-08, 0, 0;
19205, 9.02666e-08, 0, 0;
19215, 1.18167e-07, 0, 0;
19225, 9.3549e-08, 0, 0;
19235, 1.03396e-07, 0, 0;
19245, 8.69842e-08, 0, 0;
19255, 7.22133e-08, 0, 0;
19265, 8.37018e-08, 0, 0;
19275, 1.06679e-07, 0, 0;
19285, 9.3549e-08, 0, 0;
19295, 8.86254e-08, 0, 0;
19305, 1.03396e-07, 0, 0;
19315, 1.03396e-07, 0, 0;
19325, 1.97325e-07, 0, 0;
19335, 8.04193e-08, 0, 0;
19345, 1.16526e-07, 0, 0;
19355, 1.03396e-07, 0, 0;
19365, 1.0832e-07, 0, 0;
19375, 0.000449578, 0, 0;
19385, 7.71369e-08, 0, 0;
19395, 1.06679e-07, 0, 0;
19405, 1.00114e-07, 0, 0;
19415, 9.19078e-08, 0, 0;
19425, 8.37018e-08, 0, 0;
19435, 9.02666e-08, 0, 0;
19445, 1.06679e-07, 0, 0;
19455, 1.06679e-07, 0, 0;
19465, 1.00114e-07, 0, 0;
19475, 8.86254e-08, 0, 0;
19485, 9.51902e-08, 0, 0;
19495, 8.5343e-08, 0, 0;
19505, 8.04193e-08, 0, 0;
19515, 8.5343e-08, 0, 0;
19525, 8.69842e-08, 0, 0;
19535, 9.68314e-08, 0, 0;
19545, 9.19078e-08, 0, 0;
19555, 8.04193e-08, 0, 0;
19565, 9.51902e-08, 0, 0;
19575, 8.69842e-08, 0, 0;
19585, 8.5343e-08, 0, 0;
19595, 8.37018e-08, 0, 0;
19605, 8.69842e-08, 0, 0;
19615, 1.75989e-07, 0, 0;
19625, 9.51902e-08, 0, 0;
19635, 8.04193e-08, 0, 0;
19645, 7.22133e-08, 0, 0;
19655, 9.02666e-08, 0, 0;
19665, 8.37018e-08, 0, 0;
19675, 6.72896e-08, 0, 0;
19685, 8.37018e-08, 0, 0;
19695, 7.71369e-08, 0, 0;
19705, 7.54957e-08, 0, 0;
19715, 5.74424e-08, 0, 0;
19725, 7.54957e-08, 0, 0;
19735, 7.87781e-08, 0, 0;
19745, 6.2366e-08, 0, 0;
19755, 7.54957e-08, 0, 0;
19765, 9.68314e-08, 0, 0;
19775, 8.5343e-08, 0, 0;
19785, 7.54957e-08, 0, 0;
19795, 7.38545e-08, 0, 0;
19805, 7.87781e-08, 0, 0;
19815, 5.74424e-08, 0, 0;
19825, 6.89309e-08, 0, 0;
19835, 6.89309e-08, 0, 0;
19845, 7.38545e-08, 0, 0;
19855, 9.19078e-08, 0, 0;
19865, 6.07248e-08, 0, 0;
19875, 6.89309e-08, 0, 0;
19885, 5.58012e-08, 0, 0;
19895, 4.59539e-08, 0, 0;
19905, 5.58012e-08, 0, 0;
19915, 5.74424e-08, 0, 0;
19925, 7.05721e-08, 0, 0;
19935, 6.2366e-08, 0, 0;
19945, 4.26715e-08, 0, 0;
19955, 6.56484e-08, 0, 0;
19965, 6.40072e-08, 0, 0;
19975, 6.07248e-08, 0, 0;
19985, 4.26715e-08, 0, 0;
19995, 5.90836e-08, 0, 0;
20005, 7.05721e-08, 0, 0;
20015, 6.89309e-08, 0, 0;
20025, 5.25187e-08, 0, 0;
20035, 6.2366e-08, 0, 0;
20045, 1.43165e-07, 0, 0;
20055, 6.89309e-08, 0, 0;
20065, 6.89309e-08, 0, 0;
20075, 7.87781e-08, 0, 0;
20085, 6.2366e-08, 0, 0;
20095, 6.2366e-08, 0, 0;
20105, 5.58012e-08, 0, 0;
20115, 5.08775e-08, 0, 0;
20125, 5.416e-08, 0, 0;
20135, 4.92363e-08, 0, 0;
20145, 5.08775e-08, 0, 0;
20155, 6.2366e-08, 0, 0;
20165, 5.25187e-08, 0, 0;
20175, 6.56484e-08, 0, 0;
20185, 5.74424e-08, 0, 0;
20195, 6.07248e-08, 0, 0;
20205, 5.58012e-08, 0, 0;
20215, 6.07248e-08, 0, 0;
20225, 5.416e-08, 0, 0;
20235, 5.416e-08, 0, 0;
20245, 4.26715e-08, 0, 0;
20255, 4.10303e-08, 0, 0;
20265, 4.92363e-08, 0, 0;
20275, 6.07248e-08, 0, 0;
20285, 6.2366e-08, 0, 0;
20295, 7.05721e-08, 0, 0;
20305, 3.77479e-08, 0, 0;
20315, 5.25187e-08, 0, 0;
20325, 5.90836e-08, 0, 0;
20335, 5.08775e-08, 0, 0;
20345, 4.59539e-08, 0, 0;
20355, 3.61066e-08, 0, 0;
20365, 4.75951e-08, 0, 0;
20375, 3.61066e-08, 0, 0;
20385, 5.58012e-08, 0, 0;
20395, 5.08775e-08, 0, 0;
20405, 5.25187e-08, 0, 0;
20415, 0.000449538, 0, 0;
20425, 4.92363e-08, 0, 0;
20435, 5.08775e-08, 0, 0;
20445, 5.90836e-08, 0, 0;
20455, 4.43127e-08, 0, 0;
20465, 5.25187e-08, 0, 0;
20475, 5.74424e-08, 0, 0;
20485, 3.44654e-08, 0, 0;
20495, 4.92363e-08, 0, 0;
20505, 5.74424e-08, 0, 0;
20515, 4.92363e-08, 0, 0;
20525, 5.90836e-08, 0, 0;
20535, 5.416e-08, 0, 0;
20545, 3.1183e-08, 0, 0;
20555, 6.56484e-08, 0, 0;
20565, 4.59539e-08, 0, 0;
20575, 4.26715e-08, 0, 0;
20585, 3.61066e-08, 0, 0;
20595, 3.77479e-08, 0, 0;
20605, 4.43127e-08, 0, 0;
20615, 4.75951e-08, 0, 0;
20625, 3.93891e-08, 0, 0;
20635, 5.90836e-08, 0, 0;
20645, 5.416e-08, 0, 0;
20655, 3.1183e-08, 0, 0;
20665, 3.93891e-08, 0, 0;
20675, 6.07248e-08, 0, 0;
20685, 3.61066e-08, 0, 0;
20695, 3.61066e-08, 0, 0;
20705, 4.26715e-08, 0, 0;
20715, 3.93891e-08, 0, 0;
20725, 4.43127e-08, 0, 0;
20735, 4.75951e-08, 0, 0;
20745, 3.44654e-08, 0, 0;
20755, 4.59539e-08, 0, 0;
20765, 3.61066e-08, 0, 0;
20775, 3.61066e-08, 0, 0;
20785, 4.92363e-08, 0, 0;
20795, 3.61066e-08, 0, 0;
20805, 2.79006e-08, 0, 0;
20815, 2.62594e-08, 0, 0;
20825, 4.43127e-08, 0, 0;
20835, 3.93891e-08, 0, 0;
20845, 5.74424e-08, 0, 0;
20855, 4.26715e-08, 0, 0;
20865, 3.28242e-08, 0, 0;
20875, 3.93891e-08, 0, 0;
20885, 3.44654e-08, 0, 0;
20895, 3.77479e-08, 0, 0;
20905, 3.61066e-08, 0, 0;
20915, 3.77479e-08, 0, 0;
20925, 4.26715e-08, 0, 0;
20935, 3.93891e-08, 0, 0;
20945, 4.59539e-08, 0, 0;
20955, 4.26715e-08, 0, 0;
20965, 4.43127e-08, 0, 0;
20975, 3.28242e-08, 0, 0;
20985, 3.93891e-08, 0, 0;
20995, 2.95418e-08, 0, 0;
21005, 3.44654e-08, 0, 0;
21015, 2.2977e-08, 0, 0;
21025, 1.80533e-08, 0, 0;
21035, 3.93891e-08, 0, 0;
21045, 2.62594e-08, 0, 0;
21055, 3.1183e-08, 0, 0;
21065, 3.28242e-08, 0, 0;
21075, 3.1183e-08, 0, 0;
21085, 3.61066e-08, 0, 0;
21095, 2.46182e-08, 0, 0;
21105, 3.28242e-08, 0, 0;
21115, 3.44654e-08, 0, 0;
21125, 2.46182e-08, 0, 0;
21135, 4.10303e-08, 0, 0;
21145, 4.92363e-08, 0, 0;
21155, 3.93891e-08, 0, 0;
21165, 2.95418e-08, 0, 0;
21175, 3.1183e-08, 0, 0;
21185, 3.28242e-08, 0, 0;
21195, 2.62594e-08, 0, 0;
21205, 2.2977e-08, 0, 0;
21215, 1.80533e-08, 0, 0;
21225, 3.28242e-08, 0, 0;
21235, 2.95418e-08, 0, 0;
21245, 2.13357e-08, 0, 0;
21255, 1.96945e-08, 0, 0;
21265, 3.77479e-08, 0, 0;
21275, 1.96945e-08, 0, 0;
21285, 2.2977e-08, 0, 0;
21295, 2.62594e-08, 0, 0;
21305, 1.96945e-08, 0, 0;
21315, 4.26715e-08, 0, 0;
21325, 2.46182e-08, 0, 0;
21335, 3.28242e-08, 0, 0;
21345, 1.96945e-08, 0, 0;
21355, 2.46182e-08, 0, 0;
21365, 3.77479e-08, 0, 0;
21375, 1.26753e-07, 0, 0;
21385, 1.47709e-08, 0, 0;
21395, 2.13357e-08, 0, 0;
21405, 1.64121e-08, 0, 0;
21415, 2.46182e-08, 0, 0;
21425, 1.64121e-08, 0, 0;
21435, 2.13357e-08, 0, 0;
21445, 3.77479e-08, 0, 0;
21455, 2.13357e-08, 0, 0;
21465, 2.95418e-08, 0, 0;
21475, 2.62594e-08, 0, 0;
21485, 1.31297e-08, 0, 0;
21495, 2.2977e-08, 0, 0;
21505, 2.62594e-08, 0, 0;
21515, 2.62594e-08, 0, 0;
21525, 2.2977e-08, 0, 0;
21535, 2.79006e-08, 0, 0;
21545, 1.96945e-08, 0, 0;
21555, 2.46182e-08, 0, 0;
21565, 1.14885e-08, 0, 0;
21575, 1.64121e-08, 0, 0;
21585, 2.2977e-08, 0, 0;
21595, 2.46182e-08, 0, 0;
21605, 1.80533e-08, 0, 0;
21615, 2.79006e-08, 0, 0;
21625, 1.80533e-08, 0, 0;
21635, 2.62594e-08, 0, 0;
21645, 1.47709e-08, 0, 0;
21655, 2.2977e-08, 0, 0;
21665, 2.13357e-08, 0, 0;
21675, 2.79006e-08, 0, 0;
21685, 2.13357e-08, 0, 0;
21695, 2.46182e-08, 0, 0;
21705, 2.46182e-08, 0, 0;
21715, 1.80533e-08, 0, 0;
21725, 1.80533e-08, 0, 0;
21735, 1.47709e-08, 0, 0;
21745, 2.62594e-08, 0, 0;
21755, 1.31297e-08, 0, 0;
21765, 2.62594e-08, 0, 0;
21775, 3.1183e-08, 0, 0;
21785, 1.64121e-08, 0, 0;
21795, 2.2977e-08, 0, 0;
21805, 1.64121e-08, 0, 0;
21815, 2.79006e-08, 0, 0;
21825, 2.2977e-08, 0, 0;
21835, 1.31297e-08, 0, 0;
21845, 2.46182e-08, 0, 0;
21855, 2.13357e-08, 0, 0;
21865, 1.96945e-08, 0, 0;
21875, 2.2977e-08, 0, 0;
21885, 2.13357e-08, 0, 0;
21895, 9.84727e-09, 0, 0;
21905, 4.92363e-09, 0, 0;
21915, 2.13357e-08, 0, 0;
21925, 1.31297e-08, 0, 0;
21935, 1.47709e-08, 0, 0;
21945, 2.13357e-08, 0, 0;
21955, 2.79006e-08, 0, 0;
21965, 2.13357e-08, 0, 0;
21975, 1.64121e-08, 0, 0;
21985, 8.20605e-09, 0, 0;
21995, 1.47709e-08, 0, 0;
22005, 1.31297e-08, 0, 0;
22015, 1.80533e-08, 0, 0;
22025, 1.14885e-08, 0, 0;
22035, 1.31297e-08, 0, 0;
22045, 8.20605e-09, 0, 0;
22055, 9.84727e-09, 0, 0;
22065, 1.64121e-08, 0, 0;
22075, 1.47709e-08, 0, 0;
22085, 1.47709e-08, 0, 0;
22095, 1.80533e-08, 0, 0;
22105, 1.80533e-08, 0, 0;
22115, 1.31297e-08, 0, 0;
22125, 8.20605e-09, 0, 0;
22135, 1.64121e-08, 0, 0;
22145, 8.20605e-09, 0, 0;
22155, 1.64121e-08, 0, 0;
22165, 1.47709e-08, 0, 0;
22175, 1.96945e-08, 0, 0;
22185, 9.84727e-09, 0, 0;
22195, 1.47709e-08, 0, 0;
22205, 1.31297e-08, 0, 0;
22215, 9.84727e-09, 0, 0;
22225, 1.47709e-08, 0, 0;
22235, 1.64121e-08, 0, 0;
22245, 1.80533e-08, 0, 0;
22255, 1.14885e-08, 0, 0;
22265, 1.31297e-08, 0, 0;
22275, 1.47709e-08, 0, 0;
22285, 1.80533e-08, 0, 0;
22295, 3.28242e-09, 0, 0;
22305, 1.31297e-08, 0, 0;
22315, 9.84727e-09, 0, 0;
22325, 1.80533e-08, 0, 0;
22335, 1.14885e-08, 0, 0;
22345, 1.31297e-08, 0, 0;
22355, 2.2977e-08, 0, 0;
22365, 4.92363e-09, 0, 0;
22375, 1.47709e-08, 0, 0;
22385, 9.84727e-09, 0, 0;
22395, 1.64121e-08, 0, 0;
22405, 1.80533e-08, 0, 0;
22415, 1.96945e-08, 0, 0;
22425, 2.13357e-08, 0, 0;
22435, 1.31297e-08, 0, 0;
22445, 1.14885e-08, 0, 0;
22455, 1.80533e-08, 0, 0;
22465, 1.80533e-08, 0, 0;
22475, 1.64121e-08, 0, 0;
22485, 6.56484e-09, 0, 0;
