// Wino with mass 3 TeV 
// leading jet pt, n_BG, n_sig, significance 
22575, 2.10622e-07, 0, 0;
22585, 1.20355e-07, 0, 0;
22595, 6.01777e-08, 0, 0;
22605, 9.02666e-08, 0, 0;
22615, 1.05311e-07, 0, 0;
22625, 1.20355e-07, 0, 0;
22635, 9.02666e-08, 0, 0;
22645, 7.52222e-08, 0, 0;
22655, 1.20355e-07, 0, 0;
22665, 1.50444e-07, 0, 0;
22675, 7.52222e-08, 0, 0;
22685, 9.02666e-08, 0, 0;
22695, 7.52222e-08, 0, 0;
22705, 1.50444e-07, 0, 0;
22715, 2.10622e-07, 0, 0;
22725, 1.05311e-07, 0, 0;
22735, 6.01777e-08, 0, 0;
22745, 7.52222e-08, 0, 0;
22755, 1.65489e-07, 0, 0;
22765, 3.00889e-08, 0, 0;
22775, 1.354e-07, 0, 0;
22785, 1.50444e-07, 0, 0;
22795, 1.354e-07, 0, 0;
22805, 9.02666e-08, 0, 0;
22815, 1.05311e-07, 0, 0;
22825, 1.50444e-07, 0, 0;
22835, 7.52222e-08, 0, 0;
22845, 1.80533e-07, 0, 0;
22855, 9.02666e-08, 0, 0;
22865, 9.02666e-08, 0, 0;
22875, 1.50444e-07, 0, 0;
22885, 1.50444e-07, 0, 0;
22895, 6.01777e-08, 0, 0;
22905, 1.20355e-07, 0, 0;
22915, 7.52222e-08, 0, 0;
22925, 4.51333e-08, 0, 0;
22935, 7.52222e-08, 0, 0;
22945, 7.52222e-08, 0, 0;
22955, 4.51333e-08, 0, 0;
22965, 1.354e-07, 0, 0;
22975, 7.52222e-08, 0, 0;
22985, 4.51333e-08, 0, 0;
22995, 1.05311e-07, 0, 0;
23005, 1.65489e-07, 0, 0;
23015, 9.02666e-08, 0, 0;
23025, 1.20355e-07, 0, 0;
23035, 1.05311e-07, 0, 0;
23045, 7.52222e-08, 0, 0;
23055, 9.02666e-08, 0, 0;
23065, 1.50444e-08, 0, 0;
23075, 9.02666e-08, 0, 0;
23085, 4.51333e-08, 0, 0;
23095, 9.02666e-08, 0, 0;
23105, 6.01777e-08, 0, 0;
23115, 1.20355e-07, 0, 0;
23125, 4.51333e-08, 0, 0;
23135, 9.02666e-08, 0, 0;
23145, 4.51333e-08, 0, 0;
23155, 1.20355e-07, 0, 0;
23165, 1.05311e-07, 0, 0;
23175, 1.354e-07, 0, 0;
23185, 7.52222e-08, 0, 0;
23195, 3.00889e-08, 0, 0;
23205, 3.00889e-08, 0, 0;
23215, 6.01777e-08, 0, 0;
23225, 7.52222e-08, 0, 0;
23235, 4.51333e-08, 0, 0;
23245, 9.02666e-08, 0, 0;
23255, 6.01777e-08, 0, 0;
23265, 4.51333e-08, 0, 0;
23275, 7.52222e-08, 0, 0;
23285, 4.51333e-08, 0, 0;
23295, 1.20355e-07, 0, 0;
23305, 9.02666e-08, 0, 0;
23315, 9.02666e-08, 0, 0;
23325, 3.00889e-08, 0, 0;
23335, 6.01777e-08, 0, 0;
23345, 6.01777e-08, 0, 0;
23355, 3.00889e-08, 0, 0;
23365, 4.51333e-08, 0, 0;
23375, 7.52222e-08, 0, 0;
23385, 4.51333e-08, 0, 0;
23395, 1.05311e-07, 0, 0;
23405, 7.52222e-08, 0, 0;
23415, 7.52222e-08, 0, 0;
23425, 4.51333e-08, 0, 0;
23435, 6.01777e-08, 0, 0;
23445, 6.01777e-08, 0, 0;
23455, 1.05311e-07, 0, 0;
23465, 9.02666e-08, 0, 0;
23475, 6.01777e-08, 0, 0;
23485, 7.52222e-08, 0, 0;
23495, 6.01777e-08, 0, 0;
23505, 4.51333e-08, 0, 0;
23515, 1.50444e-08, 0, 0;
23525, 1.20355e-07, 0, 0;
23535, 4.51333e-08, 0, 0;
23545, 6.01777e-08, 0, 0;
23555, 7.52222e-08, 0, 0;
23565, 9.02666e-08, 0, 0;
23575, 7.52222e-08, 0, 0;
23585, 4.51333e-08, 0, 0;
23595, 4.51333e-08, 0, 0;
23605, 7.52222e-08, 0, 0;
23615, 7.52222e-08, 0, 0;
23625, 9.02666e-08, 0, 0;
23635, 6.01777e-08, 0, 0;
23645, 4.51333e-08, 0, 0;
23655, 6.01777e-08, 0, 0;
23665, 7.52222e-08, 0, 0;
23675, 4.51333e-08, 0, 0;
23685, 4.51333e-08, 0, 0;
23695, 1.05311e-07, 0, 0;
23705, 6.01777e-08, 0, 0;
23715, 9.02666e-08, 0, 0;
23725, 4.51333e-08, 0, 0;
23735, 1.50444e-08, 0, 0;
23745, 4.51333e-08, 0, 0;
23755, 3.00889e-08, 0, 0;
23765, 6.01777e-08, 0, 0;
23775, 9.02666e-08, 0, 0;
23785, 3.00889e-08, 0, 0;
23795, 7.52222e-08, 0, 0;
23805, 7.52222e-08, 0, 0;
23815, 7.52222e-08, 0, 0;
23825, 6.01777e-08, 0, 0;
23835, 4.51333e-08, 0, 0;
23845, 1.05311e-07, 0, 0;
23855, 3.00889e-08, 0, 0;
23865, 1.05311e-07, 0, 0;
23875, 9.02666e-08, 0, 0;
23885, 4.51333e-08, 0, 0;
23895, 4.51333e-08, 0, 0;
23905, 1.05311e-07, 0, 0;
23915, 1.50444e-08, 0, 0;
23925, 1.50444e-08, 0, 0;
23935, 4.51333e-08, 0, 0;
23945, 3.00889e-08, 0, 0;
23955, 6.01777e-08, 0, 0;
23965, 4.51333e-08, 0, 0;
23975, 0, 0, -1;
23985, 6.01777e-08, 0, 0;
23995, 4.51333e-08, 0, 0;
24005, 3.00889e-08, 0, 0;
24015, 4.51333e-08, 0, 0;
24025, 1.50444e-08, 0, 0;
24035, 3.00889e-08, 0, 0;
24045, 4.51333e-08, 0, 0;
24055, 9.02666e-08, 0, 0;
24065, 3.00889e-08, 0, 0;
24075, 4.51333e-08, 0, 0;
24085, 6.01777e-08, 0, 0;
24095, 3.00889e-08, 0, 0;
24105, 1.50444e-08, 0, 0;
24115, 6.01777e-08, 0, 0;
24125, 3.00889e-08, 0, 0;
24135, 7.52222e-08, 0, 0;
24145, 4.51333e-08, 0, 0;
24155, 4.51333e-08, 0, 0;
24165, 7.52222e-08, 0, 0;
24175, 3.00889e-08, 0, 0;
24185, 3.00889e-08, 0, 0;
24195, 3.00889e-08, 0, 0;
24205, 6.01777e-08, 0, 0;
24215, 1.50444e-08, 0, 0;
24225, 1.50444e-08, 0, 0;
24235, 4.51333e-08, 0, 0;
24245, 4.51333e-08, 0, 0;
24255, 3.00889e-08, 0, 0;
24265, 3.00889e-08, 0, 0;
24275, 1.50444e-08, 0, 0;
24285, 3.00889e-08, 0, 0;
24295, 4.51333e-08, 0, 0;
24305, 7.52222e-08, 0, 0;
24315, 4.51333e-08, 0, 0;
24325, 4.51333e-08, 0, 0;
24335, 3.00889e-08, 0, 0;
24345, 3.00889e-08, 0, 0;
24355, 1.50444e-08, 0, 0;
24365, 3.00889e-08, 0, 0;
24375, 3.00889e-08, 0, 0;
24385, 0, 0, -1;
24395, 6.01777e-08, 0, 0;
24405, 4.51333e-08, 0, 0;
24415, 4.51333e-08, 0, 0;
24425, 4.51333e-08, 0, 0;
24435, 0, 0, -1;
24445, 1.50444e-08, 0, 0;
24455, 3.00889e-08, 0, 0;
24465, 3.00889e-08, 0, 0;
24475, 6.01777e-08, 0, 0;
24485, 7.52222e-08, 0, 0;
24495, 4.51333e-08, 0, 0;
24505, 0, 0, -1;
24515, 1.50444e-08, 0, 0;
24525, 6.01777e-08, 0, 0;
24535, 1.50444e-08, 0, 0;
24545, 1.50444e-08, 0, 0;
24555, 4.51333e-08, 0, 0;
24565, 0, 0, -1;
24575, 3.00889e-08, 0, 0;
24585, 4.51333e-08, 0, 0;
24595, 7.52222e-08, 0, 0;
24605, 4.51333e-08, 0, 0;
24615, 1.50444e-08, 0, 0;
24625, 4.51333e-08, 0, 0;
24635, 3.00889e-08, 0, 0;
24645, 4.51333e-08, 0, 0;
24655, 4.51333e-08, 0, 0;
24665, 3.00889e-08, 0, 0;
24675, 4.51333e-08, 0, 0;
24685, 1.50444e-08, 0, 0;
24695, 3.00889e-08, 0, 0;
24705, 0, 0, -1;
24715, 1.50444e-08, 0, 0;
24725, 0, 0, -1;
24735, 3.00889e-08, 0, 0;
24745, 1.50444e-08, 0, 0;
24755, 1.50444e-08, 0, 0;
24765, 3.00889e-08, 0, 0;
24775, 1.50444e-08, 0, 0;
24785, 1.50444e-08, 0, 0;
24795, 1.50444e-08, 0, 0;
24805, 1.50444e-08, 0, 0;
24815, 1.50444e-08, 0, 0;
24825, 3.00889e-08, 0, 0;
24835, 3.00889e-08, 0, 0;
24845, 6.01777e-08, 0, 0;
24855, 4.51333e-08, 0, 0;
24865, 3.00889e-08, 0, 0;
24875, 1.50444e-08, 0, 0;
24885, 1.50444e-08, 0, 0;
24895, 3.00889e-08, 0, 0;
24905, 1.50444e-08, 0, 0;
24915, 0, 0, -1;
24925, 4.51333e-08, 0, 0;
24935, 4.51333e-08, 0, 0;
24945, 1.50444e-08, 0, 0;
24955, 1.50444e-08, 0, 0;
24965, 7.52222e-08, 0, 0;
24975, 6.01777e-08, 0, 0;
24985, 1.50444e-08, 0, 0;
24995, 6.01777e-08, 0, 0;
25005, 1.50444e-08, 0, 0;
25015, 1.50444e-08, 0, 0;
25025, 1.50444e-08, 0, 0;
25035, 1.50444e-08, 0, 0;
25045, 0, 0, -1;
25055, 3.00889e-08, 0, 0;
25065, 4.51333e-08, 0, 0;
25075, 4.51333e-08, 0, 0;
25085, 4.51333e-08, 0, 0;
25095, 0, 0, -1;
25105, 6.01777e-08, 0, 0;
25115, 9.02666e-08, 0, 0;
25125, 1.50444e-08, 0, 0;
25135, 3.00889e-08, 0, 0;
25145, 4.51333e-08, 0, 0;
25155, 3.00889e-08, 0, 0;
25165, 0, 0, -1;
25175, 1.50444e-08, 0, 0;
25185, 1.50444e-08, 0, 0;
25195, 6.01777e-08, 0, 0;
25205, 3.00889e-08, 0, 0;
25215, 7.52222e-08, 0, 0;
25225, 1.50444e-08, 0, 0;
25235, 3.00889e-08, 0, 0;
25245, 0, 0, -1;
25255, 4.51333e-08, 0, 0;
25265, 1.50444e-08, 0, 0;
25275, 0, 0, -1;
25285, 0, 0, -1;
25295, 1.50444e-08, 0, 0;
25305, 3.00889e-08, 0, 0;
25315, 1.50444e-08, 0, 0;
25325, 3.00889e-08, 0, 0;
25335, 3.00889e-08, 0, 0;
25345, 1.50444e-08, 0, 0;
25355, 3.00889e-08, 0, 0;
25365, 1.50444e-08, 0, 0;
25375, 7.52222e-08, 0, 0;
25385, 0, 0, -1;
25395, 0, 0, -1;
25405, 6.01777e-08, 0, 0;
25415, 1.50444e-08, 0, 0;
25425, 0, 0, -1;
25435, 3.00889e-08, 0, 0;
25445, 4.51333e-08, 0, 0;
25455, 1.50444e-08, 0, 0;
25465, 3.00889e-08, 0, 0;
25475, 1.50444e-08, 0, 0;
25485, 0, 0, -1;
25495, 3.00889e-08, 0, 0;
25505, 6.01777e-08, 0, 0;
25515, 3.00889e-08, 0, 0;
25525, 4.51333e-08, 0, 0;
25535, 4.51333e-08, 0, 0;
25545, 6.01777e-08, 0, 0;
25555, 3.00889e-08, 0, 0;
25565, 1.50444e-08, 0, 0;
25575, 1.50444e-08, 0, 0;
25585, 3.00889e-08, 0, 0;
25595, 3.00889e-08, 0, 0;
25605, 3.00889e-08, 0, 0;
25615, 1.50444e-08, 0, 0;
25625, 3.00889e-08, 0, 0;
25635, 0, 0, -1;
25645, 0, 0, -1;
25655, 0, 0, -1;
25665, 3.00889e-08, 0, 0;
25675, 3.00889e-08, 0, 0;
25685, 3.00889e-08, 0, 0;
25695, 4.51333e-08, 0, 0;
25705, 3.00889e-08, 0, 0;
25715, 1.50444e-08, 0, 0;
25725, 3.00889e-08, 0, 0;
25735, 0, 0, -1;
25745, 4.51333e-08, 0, 0;
25755, 1.50444e-08, 0, 0;
25765, 4.51333e-08, 0, 0;
25775, 1.50444e-08, 0, 0;
25785, 0, 0, -1;
25795, 0, 0, -1;
25805, 0, 0, -1;
25815, 0, 0, -1;
25825, 1.50444e-08, 0, 0;
25835, 0, 0, -1;
25845, 3.00889e-08, 0, 0;
25855, 3.00889e-08, 0, 0;
25865, 4.51333e-08, 0, 0;
25875, 1.50444e-08, 0, 0;
25885, 1.50444e-08, 0, 0;
25895, 1.50444e-08, 0, 0;
25905, 1.50444e-08, 0, 0;
25915, 1.50444e-08, 0, 0;
25925, 0, 0, -1;
25935, 1.50444e-08, 0, 0;
25945, 1.50444e-08, 0, 0;
25955, 0, 0, -1;
25965, 1.50444e-08, 0, 0;
25975, 0, 0, -1;
25985, 1.50444e-08, 0, 0;
25995, 0, 0, -1;
26005, 0, 0, -1;
26015, 0, 0, -1;
26025, 1.50444e-08, 0, 0;
26035, 0, 0, -1;
26045, 0, 0, -1;
26055, 0, 0, -1;
26065, 3.00889e-08, 0, 0;
26075, 0, 0, -1;
26085, 3.00889e-08, 0, 0;
26095, 4.51333e-08, 0, 0;
26105, 1.50444e-08, 0, 0;
26115, 3.00889e-08, 0, 0;
26125, 0, 0, -1;
26135, 1.50444e-08, 0, 0;
26145, 3.00889e-08, 0, 0;
26155, 0, 0, -1;
26165, 3.00889e-08, 0, 0;
26175, 1.50444e-08, 0, 0;
26185, 1.50444e-08, 0, 0;
26195, 1.50444e-08, 0, 0;
26205, 0, 0, -1;
26215, 3.00889e-08, 0, 0;
26225, 1.50444e-08, 0, 0;
26235, 3.00889e-08, 0, 0;
26245, 0, 0, -1;
26255, 3.00889e-08, 0, 0;
26265, 0, 0, -1;
26275, 0, 0, -1;
26285, 1.50444e-08, 0, 0;
26295, 1.50444e-08, 0, 0;
26305, 0, 0, -1;
26315, 0, 0, -1;
26325, 0, 0, -1;
26335, 3.00889e-08, 0, 0;
26345, 0, 0, -1;
26355, 0, 0, -1;
26365, 0, 0, -1;
26375, 0, 0, -1;
26385, 1.50444e-08, 0, 0;
26395, 1.50444e-08, 0, 0;
26405, 0, 0, -1;
26415, 3.00889e-08, 0, 0;
26425, 0, 0, -1;
26435, 1.50444e-08, 0, 0;
26445, 1.50444e-08, 0, 0;
26455, 1.50444e-08, 0, 0;
26465, 1.50444e-08, 0, 0;
26475, 1.50444e-08, 0, 0;
26485, 1.50444e-08, 0, 0;
26495, 0, 0, -1;
26505, 1.50444e-08, 0, 0;
26515, 1.50444e-08, 0, 0;
26525, 1.50444e-08, 0, 0;
26535, 0, 0, -1;
26545, 0, 0, -1;
26555, 0, 0, -1;
26565, 0, 0, -1;
26575, 0, 0, -1;
26585, 3.00889e-08, 0, 0;
26595, 1.50444e-08, 0, 0;
26605, 0, 0, -1;
26615, 0, 0, -1;
26625, 1.50444e-08, 0, 0;
26635, 0, 0, -1;
26645, 0, 0, -1;
26655, 3.00889e-08, 0, 0;
26665, 0, 0, -1;
26675, 1.50444e-08, 0, 0;
26685, 0, 0, -1;
26695, 0, 0, -1;
26705, 0, 0, -1;
26715, 1.50444e-08, 0, 0;
26725, 1.50444e-08, 0, 0;
26735, 1.50444e-08, 0, 0;
26745, 0, 0, -1;
26755, 3.00889e-08, 0, 0;
26765, 1.50444e-08, 0, 0;
26775, 0, 0, -1;
26785, 1.50444e-08, 0, 0;
26795, 0, 0, -1;
26805, 1.50444e-08, 0, 0;
26815, 0, 0, -1;
26825, 1.50444e-08, 0, 0;
26835, 0, 0, -1;
26845, 1.50444e-08, 0, 0;
26855, 0, 0, -1;
26865, 0, 0, -1;
26875, 1.50444e-08, 0, 0;
26885, 0, 0, -1;
26895, 0, 0, -1;
26905, 0, 0, -1;
26915, 0, 0, -1;
26925, 0, 0, -1;
26935, 0, 0, -1;
26945, 0, 0, -1;
26955, 0, 0, -1;
26965, 0, 0, -1;
26975, 0, 0, -1;
26985, 0, 0, -1;
26995, 0, 0, -1;
27005, 0, 0, -1;
27015, 1.50444e-08, 0, 0;
27025, 0, 0, -1;
27035, 0, 0, -1;
27045, 0, 0, -1;
27055, 3.00889e-08, 0, 0;
27065, 0, 0, -1;
27075, 0, 0, -1;
27085, 0, 0, -1;
27095, 0, 0, -1;
27105, 1.50444e-08, 0, 0;
27115, 0, 0, -1;
27125, 3.00889e-08, 0, 0;
27135, 1.50444e-08, 0, 0;
27145, 0, 0, -1;
27155, 1.50444e-08, 0, 0;
27165, 0, 0, -1;
27175, 0, 0, -1;
27185, 0, 0, -1;
27195, 0, 0, -1;
27205, 0, 0, -1;
27215, 1.50444e-08, 0, 0;
27225, 0, 0, -1;
27235, 0, 0, -1;
27245, 0, 0, -1;
27255, 0, 0, -1;
27265, 1.50444e-08, 0, 0;
27275, 0, 0, -1;
27285, 0, 0, -1;
27295, 0, 0, -1;
27305, 0, 0, -1;
27315, 1.50444e-08, 0, 0;
27325, 0, 0, -1;
27335, 1.50444e-08, 0, 0;
27345, 0, 0, -1;
27355, 0, 0, -1;
27365, 0, 0, -1;
27375, 1.50444e-08, 0, 0;
27385, 1.50444e-08, 0, 0;
27395, 0, 0, -1;
27405, 0, 0, -1;
27415, 0, 0, -1;
27425, 0, 0, -1;
27435, 1.50444e-08, 0, 0;
27445, 0, 0, -1;
27455, 1.50444e-08, 0, 0;
27465, 0, 0, -1;
27475, 0, 0, -1;
27485, 0, 0, -1;
27495, 1.50444e-08, 0, 0;
27505, 0, 0, -1;
27515, 0, 0, -1;
27525, 0, 0, -1;
27535, 0, 0, -1;
27545, 0, 0, -1;
27555, 0, 0, -1;
27565, 1.50444e-08, 0, 0;
27575, 0, 0, -1;
27585, 0, 0, -1;
27595, 0, 0, -1;
27605, 0, 0, -1;
27615, 0, 0, -1;
27625, 0, 0, -1;
27635, 0, 0, -1;
27645, 0, 0, -1;
27655, 0, 0, -1;
27665, 1.50444e-08, 0, 0;
27675, 0, 0, -1;
27685, 1.50444e-08, 0, 0;
27695, 1.50444e-08, 0, 0;
27705, 1.50444e-08, 0, 0;
27715, 0, 0, -1;
27725, 0, 0, -1;
27735, 0, 0, -1;
27745, 0, 0, -1;
27755, 0, 0, -1;
27765, 0, 0, -1;
27775, 0, 0, -1;
27785, 0, 0, -1;
27795, 0, 0, -1;
27805, 0, 0, -1;
27815, 0, 0, -1;
27825, 0, 0, -1;
27835, 0, 0, -1;
27845, 0, 0, -1;
27855, 0, 0, -1;
27865, 0, 0, -1;
27875, 0, 0, -1;
27885, 0, 0, -1;
27895, 0, 0, -1;
27905, 0, 0, -1;
27915, 0, 0, -1;
27925, 0, 0, -1;
27935, 0, 0, -1;
27945, 0, 0, -1;
27955, 0, 0, -1;
27965, 0, 0, -1;
27975, 0, 0, -1;
27985, 0, 0, -1;
27995, 1.50444e-08, 0, 0;
28005, 0, 0, -1;
28015, 0, 0, -1;
28025, 0, 0, -1;
28035, 0, 0, -1;
28045, 0, 0, -1;
28055, 0, 0, -1;
28065, 0, 0, -1;
28075, 0, 0, -1;
28085, 0, 0, -1;
28095, 0, 0, -1;
28105, 0, 0, -1;
28115, 1.50444e-08, 0, 0;
28125, 1.50444e-08, 0, 0;
28135, 0, 0, -1;
28145, 1.50444e-08, 0, 0;
28155, 0, 0, -1;
28165, 1.50444e-08, 0, 0;
28175, 1.50444e-08, 0, 0;
28185, 0, 0, -1;
28195, 0, 0, -1;
28205, 0, 0, -1;
28215, 0, 0, -1;
28225, 0, 0, -1;
28235, 0, 0, -1;
28245, 0, 0, -1;
28255, 0, 0, -1;
28265, 0, 0, -1;
28275, 0, 0, -1;
28285, 0, 0, -1;
28295, 0, 0, -1;
28305, 3.00889e-08, 0, 0;
28315, 0, 0, -1;
28325, 0, 0, -1;
28335, 1.50444e-08, 0, 0;
28345, 0, 0, -1;
28355, 0, 0, -1;
28365, 0, 0, -1;
28375, 0, 0, -1;
28385, 0, 0, -1;
28395, 0, 0, -1;
28405, 0, 0, -1;
28415, 0, 0, -1;
28425, 0, 0, -1;
28435, 0, 0, -1;
28445, 1.50444e-08, 0, 0;
28455, 1.50444e-08, 0, 0;
28465, 0, 0, -1;
28475, 1.50444e-08, 0, 0;
28485, 0, 0, -1;
28495, 0, 0, -1;
28505, 0, 0, -1;
28515, 1.50444e-08, 0, 0;
28525, 1.50444e-08, 0, 0;
28535, 0, 0, -1;
28545, 0, 0, -1;
28555, 0, 0, -1;
28565, 0, 0, -1;
28575, 3.00889e-08, 0, 0;
28585, 1.50444e-08, 0, 0;
28595, 0, 0, -1;
28605, 0, 0, -1;
28615, 0, 0, -1;
28625, 1.50444e-08, 0, 0;
28635, 1.50444e-08, 0, 0;
28645, 0, 0, -1;
28655, 0, 0, -1;
28665, 1.50444e-08, 0, 0;
28675, 0, 0, -1;
28685, 0, 0, -1;
28695, 0, 0, -1;
28705, 0, 0, -1;
28715, 0, 0, -1;
28725, 0, 0, -1;
28735, 1.50444e-08, 0, 0;
28745, 0, 0, -1;
28755, 0, 0, -1;
28765, 0, 0, -1;
28775, 0, 0, -1;
28785, 0, 0, -1;
28795, 0, 0, -1;
28805, 0, 0, -1;
28815, 0, 0, -1;
28825, 0, 0, -1;
28835, 0, 0, -1;
28845, 0, 0, -1;
28855, 0, 0, -1;
28865, 0, 0, -1;
28875, 0, 0, -1;
28885, 0, 0, -1;
28895, 1.50444e-08, 0, 0;
28905, 0, 0, -1;
28915, 0, 0, -1;
28925, 0, 0, -1;
28935, 0, 0, -1;
28945, 0, 0, -1;
28955, 0, 0, -1;
28965, 0, 0, -1;
28975, 0, 0, -1;
28985, 0, 0, -1;
28995, 0, 0, -1;
29005, 0, 0, -1;
29015, 0, 0, -1;
29025, 0, 0, -1;
29035, 0, 0, -1;
29045, 0, 0, -1;
29055, 0, 0, -1;
29065, 0, 0, -1;
29075, 0, 0, -1;
29085, 0, 0, -1;
29095, 0, 0, -1;
29105, 0, 0, -1;
29115, 1.50444e-08, 0, 0;
29125, 0, 0, -1;
29135, 0, 0, -1;
29145, 0, 0, -1;
29155, 0, 0, -1;
29165, 0, 0, -1;
29175, 0, 0, -1;
29185, 0, 0, -1;
29195, 0, 0, -1;
29205, 0, 0, -1;
29215, 0, 0, -1;
29225, 0, 0, -1;
29235, 0, 0, -1;
29245, 0, 0, -1;
29255, 0, 0, -1;
29265, 0, 0, -1;
29275, 0, 0, -1;
29285, 0, 0, -1;
29295, 0, 0, -1;
29305, 0, 0, -1;
29315, 0, 0, -1;
29325, 0, 0, -1;
29335, 1.50444e-08, 0, 0;
29345, 1.50444e-08, 0, 0;
29355, 0, 0, -1;
29365, 0, 0, -1;
29375, 0, 0, -1;
29385, 0, 0, -1;
29395, 0, 0, -1;
29405, 0, 0, -1;
29415, 0, 0, -1;
29425, 0, 0, -1;
29435, 0, 0, -1;
29445, 0, 0, -1;
29455, 0, 0, -1;
29465, 0, 0, -1;
29475, 0, 0, -1;
29485, 0, 0, -1;
29495, 0, 0, -1;
29505, 1.50444e-08, 0, 0;
29515, 0, 0, -1;
29525, 1.50444e-08, 0, 0;
29535, 0, 0, -1;
29545, 0, 0, -1;
29555, 0, 0, -1;
29565, 0, 0, -1;
29575, 0, 0, -1;
29585, 0, 0, -1;
29595, 0, 0, -1;
29605, 0, 0, -1;
29615, 0, 0, -1;
29625, 0, 0, -1;
29635, 0, 0, -1;
29645, 0, 0, -1;
29655, 0, 0, -1;
29665, 0, 0, -1;
29675, 0, 0, -1;
29685, 0, 0, -1;
29695, 0, 0, -1;
29705, 0, 0, -1;
29715, 0, 0, -1;
29725, 0, 0, -1;
29735, 0, 0, -1;
29745, 0, 0, -1;
29755, 0, 0, -1;
29765, 0, 0, -1;
29775, 0, 0, -1;
29785, 0, 0, -1;
29795, 0, 0, -1;
29805, 0, 0, -1;
29815, 0, 0, -1;
29825, 0, 0, -1;
29835, 0, 0, -1;
29845, 0, 0, -1;
29855, 1.50444e-08, 0, 0;
29865, 0, 0, -1;
29875, 0, 0, -1;
29885, 0, 0, -1;
29895, 0, 0, -1;
29905, 0, 0, -1;
29915, 0, 0, -1;
29925, 0, 0, -1;
29935, 0, 0, -1;
29945, 0, 0, -1;
29955, 0, 0, -1;
29965, 0, 0, -1;
29975, 0, 0, -1;
29985, 0, 0, -1;
29995, 0, 0, -1;
30005, 0, 0, -1;
30015, 0, 0, -1;
30025, 0, 0, -1;
30035, 0, 0, -1;
30045, 0, 0, -1;
30055, 0, 0, -1;
30065, 0, 0, -1;
30075, 0, 0, -1;
30085, 0, 0, -1;
30095, 0, 0, -1;
30105, 0, 0, -1;
30115, 0, 0, -1;
30125, 0, 0, -1;
30135, 0, 0, -1;
30145, 0, 0, -1;
30155, 0, 0, -1;
30165, 0, 0, -1;
30175, 1.50444e-08, 0, 0;
30185, 0, 0, -1;
30195, 0, 0, -1;
30205, 1.50444e-08, 0, 0;
30215, 0, 0, -1;
30225, 0, 0, -1;
30235, 0, 0, -1;
30245, 0, 0, -1;
30255, 0, 0, -1;
30265, 0, 0, -1;
30275, 0, 0, -1;
30285, 0, 0, -1;
30295, 0, 0, -1;
30305, 0, 0, -1;
30315, 0, 0, -1;
30325, 0, 0, -1;
30335, 0, 0, -1;
30345, 0, 0, -1;
30355, 0, 0, -1;
30365, 0, 0, -1;
30375, 0, 0, -1;
30385, 0, 0, -1;
30395, 0, 0, -1;
30405, 0, 0, -1;
30415, 0, 0, -1;
30425, 0, 0, -1;
30435, 0, 0, -1;
30445, 0, 0, -1;
30455, 0, 0, -1;
30465, 0, 0, -1;
30475, 0, 0, -1;
30485, 0, 0, -1;
30495, 0, 0, -1;
30505, 0, 0, -1;
30515, 0, 0, -1;
30525, 0, 0, -1;
30535, 0, 0, -1;
30545, 0, 0, -1;
30555, 0, 0, -1;
30565, 0, 0, -1;
30575, 0, 0, -1;
30585, 0, 0, -1;
30595, 0, 0, -1;
30605, 0, 0, -1;
30615, 0, 0, -1;
30625, 0, 0, -1;
30635, 0, 0, -1;
30645, 0, 0, -1;
30655, 0, 0, -1;
30665, 1.50444e-08, 0, 0;
30675, 1.50444e-08, 0, 0;
30685, 0, 0, -1;
30695, 0, 0, -1;
30705, 0, 0, -1;
30715, 0, 0, -1;
30725, 0, 0, -1;
30735, 0, 0, -1;
30745, 0, 0, -1;
30755, 0, 0, -1;
30765, 0, 0, -1;
30775, 0, 0, -1;
30785, 0, 0, -1;
30795, 0, 0, -1;
30805, 0, 0, -1;
30815, 0, 0, -1;
30825, 0, 0, -1;
30835, 1.50444e-08, 0, 0;
30845, 0, 0, -1;
30855, 0, 0, -1;
30865, 0, 0, -1;
30875, 0, 0, -1;
30885, 0, 0, -1;
30895, 0, 0, -1;
30905, 0, 0, -1;
30915, 0, 0, -1;
30925, 0, 0, -1;
30935, 0, 0, -1;
30945, 0, 0, -1;
30955, 0, 0, -1;
30965, 0, 0, -1;
30975, 1.50444e-08, 0, 0;
30985, 0, 0, -1;
30995, 0, 0, -1;
31005, 0, 0, -1;
31015, 0, 0, -1;
31025, 0, 0, -1;
31035, 0, 0, -1;
31045, 0, 0, -1;
31055, 0, 0, -1;
31065, 0, 0, -1;
31075, 0, 0, -1;
31085, 0, 0, -1;
31095, 0, 0, -1;
31105, 0, 0, -1;
31115, 0, 0, -1;
31125, 0, 0, -1;
31135, 0, 0, -1;
31145, 0, 0, -1;
31155, 0, 0, -1;
31165, 0, 0, -1;
31175, 0, 0, -1;
31185, 0, 0, -1;
31195, 0, 0, -1;
31205, 0, 0, -1;
31215, 0, 0, -1;
31225, 0, 0, -1;
31235, 0, 0, -1;
31245, 0, 0, -1;
31255, 0, 0, -1;
31265, 0, 0, -1;
31275, 0, 0, -1;
31285, 0, 0, -1;
31295, 0, 0, -1;
31305, 0, 0, -1;
31315, 0, 0, -1;
31325, 0, 0, -1;
31335, 0, 0, -1;
31345, 0, 0, -1;
31355, 0, 0, -1;
31365, 0, 0, -1;
31375, 0, 0, -1;
31385, 0, 0, -1;
31395, 0, 0, -1;
31405, 0, 0, -1;
31415, 0, 0, -1;
